date,DEU_public_finance_f1__DEU_public_finance_f2
2024-12-23,-0.8523635173496782
2024-12-24,-0.8533858670648873
2024-12-25,-0.8541892438118077
2024-12-26,-0.8548195238176388
2024-12-27,-0.8553133747879603
2024-12-30,-0.8556999436141689
2024-12-31,-0.8560023010096307
2025-01-01,-0.43784750177840875
2025-01-02,-0.2566962910170838
2025-01-03,-0.08983390091102406
2025-01-06,0.06082498505443404
2025-01-07,0.19427100823775464
2025-01-08,0.31035399908336886
2025-01-09,0.4096615991540813
2025-01-10,0.4933458650877978
2025-01-13,0.5629296025225295
2025-01-14,0.6201228491649128
2025-01-15,0.666670889132203
2025-01-16,0.7042434615315317
2025-01-17,0.7343648421460997
2025-01-20,0.7583783066630881
2025-01-21,0.7774360724426296
2025-01-22,0.792506027264421
2025-01-23,0.8043881046138761
2025-01-24,0.8137350976127457
2025-01-27,0.8210744756137174
2025-01-28,0.826829160196685
2025-01-29,0.8313362044138185
2025-01-30,0.834862962323739
2025-01-31,0.8376207216645819
2025-02-03,0.43927548011109185
2025-02-04,0.15110248650189675
2025-02-05,-0.0711581351471387
2025-02-06,-0.24301470211926593
2025-02-07,-0.376156835284212
2025-02-10,-0.47946148947731676
2025-02-11,-0.5597091410176387
2025-02-12,-0.6221026420887271
2025-02-13,-0.670648604870842
2025-02-14,-0.7084410952394543
2025-02-17,-0.7378747136242204
2025-02-18,-0.7608058963042759
2025-02-19,-0.7786757890054281
2025-02-20,-0.7926043179096759
2025-02-21,-0.8034624969431388
2025-02-24,-0.8119281818711109
2025-02-25,-0.8185291677140742
2025-02-26,-0.8236765679239607
2025-02-27,-0.8276907065100405
2025-02-28,-0.8308212267190092
2025-03-03,-0.2919132105807102
2025-03-04,-0.30199649730042966
2025-03-05,-0.3169214234753118
2025-03-06,-0.3362386973203315
2025-03-07,-0.3595900320426208
2025-03-10,-0.386620874920233
2025-03-11,-0.41691868602482896
